4891,EIF3M,ENSG00000149100,NM_006360,5051
4892,EIF4A1,ENSG00000161960,NM_001416,1756
4893,EIF4A2,ENSG00000156976,NM_001967,1919
4894,EIF4A3,ENSG00000141543,NM_014740,1734
4895,EIF4B,ENSG00000063046,NM_001417,4148
4896,EIF4E,ENSG00000151247,NM_001968,11523
4897,EIF4E1B,ENSG00000175766,NM_001099408,1974
4898,EIF4E2,ENSG00000135930,NM_004846,3525
4899,EIF4E3,ENSG00000163412,NM_173359,9949
4900,EIF4EBP1,ENSG00000187840,NM_004095,1020
4901,EIF4EBP2,ENSG00000148730,NM_004096,7257
4902,EIF4EBP3,ENSG00000243056,NM_003732,691
4903,EIF4ENIF1,ENSG00000184708,NM_019843,3695
4904,EIF4G1,ENSG00000114867,NM_198244,5667
4905,EIF4G2,ENSG00000110321,NM_001418,4001
4906,EIF4G3,ENSG00000075151,NM_003760,6515
4907,EIF4H,ENSG00000106682,NM_031992,2679
4908,EIF5,ENSG00000100664,NM_183004,5945
4909,EIF5A,ENSG00000132507,NM_001970,1511
4910,EIF5A2,ENSG00000163577,NM_020390,5593
4911,EIF5AL1,ENSG00000253626,NM_001099692,3840
4912,EIF5B,ENSG00000158417,NM_015904,5777
4913,EIF6,ENSG00000242372,NM_181468,1289
4914,ELAC1,ENSG00000141642,NM_018696,2235
4915,ELAC2,ENSG00000006744,NM_173717,3148
4916,ELANE,ENSG00000277571,NM_001972,920
4917,ELAVL1,ENSG00000066044,NM_001419,6015
4918,ELAVL2,ENSG00000107105,NM_004432,3805
4919,ELAVL3,ENSG00000196361,NM_032281,4729
4920,ELAVL4,ENSG00000162374,NM_021952,3966
4921,ELF1,ENSG00000120690,NM_172373,3566
4922,ELF2,ENSG00000109381,NM_201999,4012
4923,ELF3,ENSG00000163435,NM_004433,3179
4924,ELF4,ENSG00000102034,NM_001421,4165
4925,ELF5,ENSG00000135374,NM_198381,2450
4926,ELFN1,ENSG00000225968,NM_001128636,3742
4927,ELFN2,ENSG00000166897,NM_052906,8361
4928,ELK1,ENSG00000126767,NM_005229,2695
4929,ELK3,ENSG00000111145,NM_005230,4205
4930,ELK4,ENSG00000158711,NM_021795,10239
4931,ELL,ENSG00000105656,NM_006532,4027
4932,ELL2,ENSG00000118985,NM_012081,6046
4933,ELL3,ENSG00000128886,NM_025165,2352
4934,ELMO1,ENSG00000155849,NM_130442,4022
4935,ELMO2,ENSG00000062598,NM_182764,3669
4936,ELMO3,ENSG00000102890,NM_024712,2531
4937,ELMOD1,ENSG00000110675,NM_018712,2852
4938,ELMOD2,ENSG00000179387,NM_153702,4409
4939,ELMOD3,ENSG00000115459,NM_032213,2685
4940,ELMSAN1,ENSG00000156030,NM_194278,8091
4941,ELN,ENSG00000049540,NM_001278939,3967
4942,ELOF1,ENSG00000130165,NM_032377,1019
4943,ELOVL1,ENSG00000066322,NM_022821,1625
4944,ELOVL2,ENSG00000197977,NM_017770,3997
4945,ELOVL3,ENSG00000119915,NM_152310,1371
4946,ELOVL4,ENSG00000118402,NM_022726,3042
4947,ELOVL5,ENSG00000012660,NM_021814,3081
4948,ELOVL6,ENSG00000170522,NM_024090,3090
4949,ELOVL7,ENSG00000164181,NM_024930,4165
4950,ELP2,ENSG00000134759,NM_018255,8459
4951,ELP3,ENSG00000134014,NM_018091,3452
4952,ELP4,ENSG00000109911,NM_019040,1961
4953,ELP5,ENSG00000170291,NM_203415,2197
4954,ELP6,ENSG00000163832,NM_001031703,1401
4955,ELSPBP1,ENSG00000169393,NM_022142,1052
4956,EMB,ENSG00000170571,NM_198449,4281
4957,EMC1,ENSG00000127463,NM_015047,6664
4958,EMC10,ENSG00000161671,NM_206538,9446
4959,EMC2,ENSG00000104412,NM_014673,1243
4960,EMC3,ENSG00000125037,NM_018447,2777
4961,EMC4,ENSG00000128463,NM_016454,1036
4962,EMC6,ENSG00000127774,NM_031298,762
4963,EMC7,ENSG00000134153,NM_020154,1155
4964,EMC8,ENSG00000131148,NM_006067,1962
4965,EMC9,ENSG00000100908,NM_016049,835
4966,EMCN,ENSG00000164035,NM_016242,4037
4967,EMD,ENSG00000102119,NM_000117,1379
4968,EME1,ENSG00000154920,NM_152463,2354
4969,EME2,ENSG00000197774,NM_001257370,1234
4970,EMG1,ENSG00000126749,NM_006331,4898
4971,EMID1,ENSG00000186998,NM_133455,2173
4972,EMILIN1,ENSG00000138080,NM_007046,3943
4973,EMILIN2,ENSG00000132205,NM_032048,5910
4974,EMILIN3,ENSG00000183798,NM_052846,3796
4975,EML1,ENSG00000066629,NM_004434,4535
4976,EML2,ENSG00000125746,NM_012155,2791
4977,EML3,ENSG00000149499,NM_153265,3256
4978,EML4,ENSG00000143924,NM_019063,5549
4979,EML5,ENSG00000165521,NM_183387,9570
4980,EML6,ENSG00000214595,NM_001039753,8320
4981,EMP1,ENSG00000134531,NM_001423,5921
4982,EMP2,ENSG00000213853,NM_001424,5197
4983,EMP3,ENSG00000142227,NM_001425,876
4984,EMX1,ENSG00000135638,NM_004097,2188
4985,EMX2,ENSG00000170370,NM_004098,2897
4986,EN1,ENSG00000163064,NM_001426,2457
4987,EN2,ENSG00000164778,NM_001427,3395
4988,ENAH,ENSG00000154380,NM_018212,13168
4989,ENAM,ENSG00000132464,NM_031889,5679
4990,ENC1,ENSG00000171617,NM_003633,5657
4991,ENDOD1,ENSG00000149218,NM_015036,4687
4992,ENDOG,ENSG00000167136,NM_004435,1172
4993,ENDOU,ENSG00000111405,NM_006025,2413
4994,ENDOV,ENSG00000173818,NM_173627,2815
4995,ENG,ENSG00000106991,NM_001278138,3059
4996,ENGASE,ENSG00000167280,NM_001042573,2579
4997,ENHO,ENSG00000168913,NM_198573,1082
4998,ENKD1,ENSG00000124074,NM_032140,1579
4999,ENKUR,ENSG00000151023,NM_145010,3382
5000,ENO1,ENSG00000074800,NM_001428,1783
5001,ENO2,ENSG00000111674,NM_001975,2423
5002,ENO3,ENSG00000108515,NM_053013,1521
5003,ENO4,ENSG00000188316,NM_001242699,2865
5004,ENOPH1,ENSG00000145293,NM_021204,2025
5005,ENOSF1,ENSG00000132199,NM_202758,4188
5006,ENOX1,ENSG00000120658,NM_017993,2982
5007,ENOX2,ENSG00000165675,NM_182314,4263
5008,ENPEP,ENSG00000138792,NM_001977,6943
5009,ENPP1,ENSG00000197594,NM_006208,7442
5010,ENPP2,ENSG00000136960,NM_006209,3233
5011,ENPP3,ENSG00000154269,NM_005021,3162
5012,ENPP4,ENSG00000001561,NM_014936,4651
5013,ENPP5,ENSG00000112796,NM_021572,3834
5014,ENPP6,ENSG00000164303,NM_153343,3936
5015,ENPP7,ENSG00000182156,NM_178543,2043
5016,ENSA,ENSG00000143420,NM_207168,2818
5017,ENTHD1,ENSG00000176177,NM_152512,2710
5018,ENTHD2,ENSG00000167302,NM_144679,2287
5019,ENTPD1,ENSG00000138185,NM_001776,12589
5020,ENTPD2,ENSG00000054179,NM_203468,2095
5021,ENTPD3,ENSG00000168032,NM_001291961,2819
5022,ENTPD4,ENSG00000197217,NM_004901,5861
5023,ENTPD5,ENSG00000187097,NM_001249,5842
5024,ENTPD6,ENSG00000197586,NM_001247,2750
5025,ENTPD7,ENSG00000198018,NM_020354,3550
5026,ENTPD8,ENSG00000188833,NM_198585,2222
5027,ENY2,ENSG00000120533,NM_020189,2922
5028,EOGT,ENSG00000163378,NM_173654,4731
5029,EOMES,ENSG00000163508,NM_005442,3386
5030,EP300,ENSG00000100393,NM_001429,9585
5031,EP400,ENSG00000183495,NM_015409,12317
5032,EPAS1,ENSG00000116016,NM_001430,5166
5033,EPB41,ENSG00000159023,NM_203343,5956
5034,EPB41L1,ENSG00000088367,NM_177996,6327
5035,EPB41L2,ENSG00000079819,NM_001431,4457
5036,EPB41L3,ENSG00000082397,NM_012307,4706
5037,EPB41L4A,ENSG00000129595,NM_022140,4707
5038,EPB41L4B,ENSG00000095203,NM_019114,5800
5039,EPB41L5,ENSG00000115109,NM_020909,6628
5040,EPB42,ENSG00000166947,NM_001114134,4553
5041,EPC1,ENSG00000120616,NM_025209,4057
5042,EPC2,ENSG00000135999,NM_015630,3649
5043,EPCAM,ENSG00000119888,NM_002354,1724
5044,EPDR1,ENSG00000086289,NM_017549,2599
5045,EPG5,ENSG00000152223,NM_020964,12633
5046,EPGN,ENSG00000182585,NM_001270993,1196
5047,EPHA1,ENSG00000146904,NM_005232,3363
5048,EPHA10,ENSG00000183317,NM_173641,5425
5049,EPHA2,ENSG00000142627,NM_004431,3964
5050,EPHA3,ENSG00000044524,NM_182644,5809
5051,EPHA4,ENSG00000116106,NM_004438,6346
5052,EPHA5,ENSG00000145242,NM_182472,8421
5053,EPHA6,ENSG00000080224,NM_173655,3971
5054,EPHA7,ENSG00000135333,NM_004440,6588
5055,EPHA8,ENSG00000070886,NM_020526,4943
5056,EPHB1,ENSG00000154928,NM_004441,4672
5057,EPHB2,ENSG00000133216,NM_017449,10816
5058,EPHB3,ENSG00000182580,NM_004443,4236
5059,EPHB4,ENSG00000196411,NM_004444,4329
5060,EPHB6,ENSG00000275482,NM_004445,3436
5061,EPHX1,ENSG00000143819,NM_001291163,1789
5062,EPHX2,ENSG00000120915,NM_001979,3140
5063,EPHX3,ENSG00000105131,NM_024794,1822
5064,EPHX4,ENSG00000172031,NM_173567,1437
5065,EPM2A,ENSG00000112425,NM_005670,3633
5066,EPM2AIP1,ENSG00000178567,NM_014805,8126
5067,EPN1,ENSG00000063245,NM_013333,16219
5068,EPN2,ENSG00000072134,NM_148921,4871
5069,EPN3,ENSG00000049283,NM_017957,4071
5070,EPO,ENSG00000130427,NM_000799,1330
5071,EPOR,ENSG00000187266,NM_000121,2411
5072,EPPIN,ENSG00000101448,NM_020398,1987
5073,EPPIN-WFDC6,ENSG00000249139,NM_001198986,1156
5074,EPPK1,ENSG00000261150,NM_031308,16002
5075,EPRS,ENSG00000136628,NM_004446,5014
5076,EPS15,ENSG00000085832,NM_001981,5225
5077,EPS15L1,ENSG00000127527,NM_021235,3486
5078,EPS8,ENSG00000151491,NM_004447,4061
5079,EPS8L1,ENSG00000131037,NM_133180,2536
5080,EPS8L2,ENSG00000177106,NM_022772,3148
5081,EPS8L3,ENSG00000198758,NM_139053,2325
5082,EPSTI1,ENSG00000133106,NM_033255,3160
5083,EPT1,ENSG00000138018,NM_033505,8101
5084,EPX,ENSG00000121053,NM_000502,2708
5085,EPYC,ENSG00000083782,NM_004950,1539
5086,EQTN,ENSG00000120160,NM_020641,1033
5087,ERAL1,ENSG00000132591,NM_005702,1925
5088,ERAP1,ENSG00000164307,NM_016442,5495
5089,ERAP2,ENSG00000164308,NM_022350,5705
5090,ERAS,ENSG00000187682,NM_181532,1266
5091,ERBB2,ENSG00000141736,NM_004448,4792
5092,ERBB2IP,ENSG00000112851,NM_018695,8647
5093,ERBB3,ENSG00000065361,NM_001982,5919
5094,ERBB4,ENSG00000178568,NM_005235,12136
5095,ERC1,ENSG00000082805,NM_178040,9241
5096,ERC2,ENSG00000187672,NM_015576,6138
5097,ERCC1,ENSG00000012061,NM_202001,3828
5098,ERCC2,ENSG00000104884,NM_001130867,4153
5099,ERCC3,ENSG00000163161,NM_001303418,2750
5100,ERCC4,ENSG00000175595,NM_005236,6758
5101,ERCC5,ENSG00000134899,NM_000123,5082
5102,ERCC6,ENSG00000225830,NM_000124,8008
5103,ERCC6-PGBD3,ENSG00000258838,NM_001277059,3439
5104,ERCC6L,ENSG00000186871,NM_017669,4243
5105,ERCC6L2,ENSG00000182150,NM_001010895,4564
5106,ERCC8,ENSG00000049167,NM_001290285,2017
5107,EREG,ENSG00000124882,NM_001432,4619
5108,ERF,ENSG00000105722,NM_006494,2698
5109,ERG,ENSG00000157554,NM_182918,5034
5110,ERGIC1,ENSG00000113719,NM_001031711,2881
5111,ERGIC2,ENSG00000087502,NM_016570,5014
5112,ERGIC3,ENSG00000125991,NM_198398,1359
5113,ERH,ENSG00000100632,NM_004450,1124
5114,ERI1,ENSG00000104626,NM_153332,4615
5115,ERI2,ENSG00000196678,NM_080663,3499
5116,ERI3,ENSG00000117419,NM_024066,1684
5117,ERICH1,ENSG00000104714,NM_207332,1813
5118,ERICH2,ENSG00000204334,NM_001289947,601
5119,ERICH3,ENSG00000178965,NM_001002912,7159
5120,ERICH4,ENSG00000204978,NM_001130514,946
5121,ERICH5,ENSG00000177459,NM_173549,1761
5122,ERICH6,ENSG00000163645,NM_152394,2052
5123,ERICH6B,ENSG00000165837,NM_182542,2421
5124,ERLEC1,ENSG00000068912,NM_015701,2433
5125,ERLIN1,ENSG00000107566,NM_006459,5792
5126,ERLIN2,ENSG00000147475,NM_007175,6073
5127,ERMAP,ENSG00000164010,NM_018538,3423
5128,ERMARD,ENSG00000276187,NM_018341,2141
5129,ERMN,ENSG00000136541,NM_020711,3793
5130,ERMP1,ENSG00000099219,NM_024896,5376
5131,ERN1,ENSG00000178607,NM_001433,7876
5132,ERN2,ENSG00000134398,NM_033266,3549
5133,ERO1A,ENSG00000197930,NM_014584,5285
5134,ERO1B,ENSG00000086619,NM_019891,4567
5135,ERP27,ENSG00000139055,NM_152321,2096
5136,ERP29,ENSG00000089248,NM_006817,1735
5137,ERP44,ENSG00000023318,NM_015051,4854
5138,ERRFI1,ENSG00000116285,NM_018948,3104
5139,ERV3-1,ENSG00000213462,NM_001007253,2719
5140,ERVFRD-1,ENSG00000244476,NM_207582,3198
5141,ERVMER34-1,ENSG00000226887,NM_024534,3830
5142,ERVV-1,ENSG00000269526,NM_152473,2202
5143,ERVV-2,ENSG00000268964,NM_001191055,2431
5144,ERVW-1,ENSG00000242950,NM_014590,2925
5145,ESAM,ENSG00000149564,NM_138961,1826
5146,ESCO1,ENSG00000141446,NM_052911,4523
5147,ESCO2,ENSG00000171320,NM_001017420,3922
5148,ESD,ENSG00000139684,NM_001984,1192
5149,ESF1,ENSG00000089048,NM_016649,3216
5150,ESM1,ENSG00000164283,NM_007036,2169
5151,ESPL1,ENSG00000135476,NM_012291,6623
5152,ESPN,ENSG00000187017,NM_031475,3531
5153,ESPNL,ENSG00000144488,NM_194312,4836
5154,ESR1,ENSG00000091831,NM_001291241,6466
5155,ESR2,ENSG00000140009,NM_001437,3588
5156,ESRP1,ENSG00000104413,NM_017697,3770
5157,ESRP2,ENSG00000103067,NM_024939,3793
5158,ESRRA,ENSG00000173153,NM_004451,2283
5159,ESRRB,ENSG00000119715,NM_004452,2745
5160,ESRRG,ENSG00000196482,NM_206595,5542
5161,ESX1,ENSG00000123576,NM_153448,1495
5162,ESYT1,ENSG00000139641,NM_015292,4388
5163,ESYT2,ENSG00000117868,NM_020728,5960
5164,ESYT3,ENSG00000158220,NM_031913,4407
5165,ETAA1,ENSG00000143971,NM_019002,3418
5166,ETF1,ENSG00000120705,NM_004730,3874
5167,ETFA,ENSG00000140374,NM_001127716,2287
5168,ETFB,ENSG00000105379,NM_001985,3551
5169,ETFDH,ENSG00000171503,NM_004453,3282
5170,ETHE1,ENSG00000105755,NM_014297,963
5171,ETNK1,ENSG00000139163,NM_018638,7159
5172,ETNK2,ENSG00000143845,NM_018208,2434
5173,ETNPPL,ENSG00000164089,NM_031279,2099
5174,ETS1,ENSG00000134954,NM_005238,5139
5175,ETS2,ENSG00000157557,NM_005239,3936
5176,ETV1,ENSG00000006468,NM_004956,6740
5177,ETV2,ENSG00000105672,NM_014209,1487
5178,ETV3,ENSG00000117036,NM_005240,5254
5179,ETV3L,ENSG00000253831,NM_001004341,1976
5180,ETV4,ENSG00000175832,NM_001986,2429
5181,ETV5,ENSG00000244405,NM_004454,4111
5182,ETV6,ENSG00000139083,NM_001987,5989
5183,ETV7,ENSG00000010030,NM_016135,1776
5184,EVA1A,ENSG00000115363,NM_032181,1815
5185,EVA1B,ENSG00000142694,NM_018166,1054
5186,EVA1C,ENSG00000166979,NM_058187,1998
5187,EVC,ENSG00000072840,NM_153717,6431
5188,EVC2,ENSG00000173040,NM_147127,4828
5189,EVI2A,ENSG00000126860,NM_014210,1860
5190,EVI2B,ENSG00000185862,NM_006495,1999
5191,EVI5,ENSG00000067208,NM_005665,7436
5192,EVI5L,ENSG00000142459,NM_145245,3855
5193,EVL,ENSG00000196405,NM_016337,1978
5194,EVPL,ENSG00000167880,NM_001988,6614
5195,EVPLL,ENSG00000214860,NM_001145127,2095
5196,EVX1,ENSG00000106038,NM_001989,2955
5197,EVX2,ENSG00000174279,NM_001080458,4203
5198,EWSR1,ENSG00000182944,NM_013986,2654
5199,EXD1,ENSG00000178997,NM_152596,2942
5200,EXD2,ENSG00000081177,NM_018199,5107
5201,EXD3,ENSG00000187609,NM_017820,2872
5202,EXO1,ENSG00000174371,NM_130398,3473
5203,EXO5,ENSG00000164002,NM_022774,2217
5204,EXOC1,ENSG00000090989,NM_178237,3551
5205,EXOC2,ENSG00000112685,NM_018303,4449
5206,EXOC3,ENSG00000180104,NM_007277,2825
5207,EXOC3L1,ENSG00000179044,NM_178516,2510
5208,EXOC3L2,ENSG00000130201,NM_138568,1719
5209,EXOC3L4,ENSG00000205436,NM_001077594,2293
5210,EXOC4,ENSG00000131558,NM_021807,4185
5211,EXOC5,ENSG00000070367,NM_006544,10589
5212,EXOC6,ENSG00000138190,NM_019053,3564
5213,EXOC6B,ENSG00000144036,NM_015189,5918
5214,EXOC7,ENSG00000182473,NM_015219,4751
5215,EXOC8,ENSG00000116903,NM_175876,5100
5216,EXOG,ENSG00000157036,NM_005107,2792
5217,EXOSC1,ENSG00000171311,NM_016046,923
5218,EXOSC10,ENSG00000171824,NM_002685,2808
5219,EXOSC2,ENSG00000130713,NM_014285,2040
5220,EXOSC3,ENSG00000107371,NM_016042,1806
5221,EXOSC4,ENSG00000178896,NM_019037,887
5222,EXOSC5,ENSG00000077348,NM_020158,1118
5223,EXOSC6,ENSG00000223496,NM_058219,5153
5224,EXOSC7,ENSG00000075914,NM_015004,1055
5225,EXOSC8,ENSG00000120699,NM_181503,1198
5226,EXOSC9,ENSG00000123737,NM_005033,1529
5227,EXPH5,ENSG00000110723,NM_015065,10187
5228,EXT1,ENSG00000182197,NM_000127,8270
5229,EXT2,ENSG00000151348,NM_207122,3454
5230,EXTL1,ENSG00000158008,NM_004455,4015
5231,EXTL2,ENSG00000162694,NM_001439,3985
5232,EXTL3,ENSG00000012232,NM_001440,6483
5233,EYA1,ENSG00000104313,NM_172060,4326
5234,EYA2,ENSG00000064655,NM_172110,2702
5235,EYA3,ENSG00000158161,NM_001990,6085
5236,EYA4,ENSG00000112319,NM_172105,5699
5237,EYS,ENSG00000188107,NM_198283,10589
5238,EZH1,ENSG00000108799,NM_001991,4623
5239,EZH2,ENSG00000106462,NM_152998,2639
5240,EZR,ENSG00000092820,NM_003379,3096
5241,F10,ENSG00000126218,NM_000504,1517
5242,F11,ENSG00000088926,NM_000128,2396
5243,F11R,ENSG00000158769,NM_016946,4835
5244,F12,ENSG00000131187,NM_000505,2049
5245,F13A1,ENSG00000124491,NM_000129,3999
5246,F13B,ENSG00000143278,NM_001994,2217
5247,F2,ENSG00000180210,NM_000506,2023
5248,F2R,ENSG00000181104,NM_001992,3821
5249,F2RL1,ENSG00000164251,NM_005242,2914
5250,F2RL2,ENSG00000164220,NM_004101,3429
5251,F2RL3,ENSG00000127533,NM_003950,3473
5252,F3,ENSG00000117525,NM_001993,2287
5253,F5,ENSG00000198734,NM_000130,7024
5254,F7,ENSG00000057593,NM_019616,3109
5255,F8,ENSG00000185010,NM_019863,9059
5256,F8A1,ENSG00000277203,NM_012151,1713
5257,F8A2,ENSG00000274791,NM_001007523,1116
5258,F8A3,ENSG00000277150,NM_001007524,1759
5259,F9,ENSG00000101981,NM_000133,2780
5260,FA2H,ENSG00000103089,NM_024306,2424
5261,FAAH,ENSG00000117480,NM_001441,2094
5262,FAAH2,ENSG00000165591,NM_174912,1983
5263,FAAP100,ENSG00000185504,NM_025161,3627
5264,FAAP20,ENSG00000162585,NM_182533,2313
5265,FAAP24,ENSG00000131944,NM_152266,2298
5266,FABP1,ENSG00000163586,NM_001443,555
5267,FABP12,ENSG00000197416,NM_001105281,551
5268,FABP2,ENSG00000145384,NM_000134,2478
5269,FABP3,ENSG00000121769,NM_004102,725
5270,FABP4,ENSG00000170323,NM_001442,941
5271,FABP5,ENSG00000164687,NM_001444,851
5272,FABP6,ENSG00000170231,NM_001445,756
5273,FABP7,ENSG00000164434,NM_001446,1026
5274,FABP9,ENSG00000205186,NM_001080526,497
5275,FADD,ENSG00000168040,NM_003824,1841
5276,FADS1,ENSG00000149485,NM_013402,4525
5277,FADS2,ENSG00000134824,NM_004265,3630
5278,FADS3,ENSG00000221968,NM_021727,1779
5279,FADS6,ENSG00000172782,NM_178128,2154
5280,FAF1,ENSG00000185104,NM_007051,6817
5281,FAF2,ENSG00000113194,NM_014613,4515
5282,FAH,ENSG00000103876,NM_000137,1549
5283,FAHD1,ENSG00000180185,NM_031208,1974
5284,FAHD2A,ENSG00000115042,NM_016044,4757
5285,FAHD2B,ENSG00000144199,NM_199336,1305
5286,FAIM,ENSG00000158234,NM_018147,1622
5287,FAIM2,ENSG00000135472,NM_012306,4654
5288,FAM101A,ENSG00000178882,NM_181709,2413
5289,FAM101B,ENSG00000183688,NM_182705,3621
5290,FAM102A,ENSG00000167106,NM_203305,4144
5291,FAM102B,ENSG00000162636,NM_001010883,5600
5292,FAM103A1,ENSG00000169612,NM_031452,1568
5293,FAM104A,ENSG00000133193,NM_032837,2865
5294,FAM104B,ENSG00000182518,NM_138362,1229
5295,FAM105A,ENSG00000145569,NM_019018,3597
5296,FAM107A,ENSG00000168309,NM_007177,3465
5297,FAM107B,ENSG00000065809,NM_031453,3785
5298,FAM109A,ENSG00000198324,NM_144671,3256
5299,FAM109B,ENSG00000177096,NM_001002034,2335
5300,FAM110A,ENSG00000125898,NM_207121,1856
5301,FAM110B,ENSG00000169122,NM_147189,3438
5302,FAM110C,ENSG00000184731,NM_001077710,3760
5303,FAM110D,ENSG00000197245,NM_024869,1524
5304,FAM111A,ENSG00000166801,NM_198847,3780
5305,FAM111B,ENSG00000189057,NM_198947,3488
5306,FAM114A1,ENSG00000197712,NM_138389,4050
5307,FAM114A2,ENSG00000055147,NM_018691,4443
5308,FAM117A,ENSG00000121104,NM_030802,2365
5309,FAM117B,ENSG00000138439,NM_173511,5763
5310,FAM118A,ENSG00000100376,NM_017911,3458
5311,FAM118B,ENSG00000197798,NM_024556,2402
5312,FAM120A,ENSG00000048828,NM_014612,5118
5313,FAM120AOS,ENSG00000188938,NM_198841,2771
5314,FAM120B,ENSG00000275333,NM_032448,5155
5315,FAM120C,ENSG00000184083,NM_198456,8057
5316,FAM122A,ENSG00000187866,NM_138333,4554
5317,FAM122B,ENSG00000156504,NM_145284,4246
5318,FAM122C,ENSG00000156500,NM_138819,2119
5319,FAM124A,ENSG00000150510,NM_145019,4761
5320,FAM124B,ENSG00000124019,NM_024785,2594
5321,FAM126A,ENSG00000122591,NM_032581,13177
5322,FAM126B,ENSG00000155744,NM_173822,9333
5323,FAM127A,ENSG00000134590,NM_001078171,1181
5324,FAM127B,ENSG00000203950,NM_001078172,1244
5325,FAM127C,ENSG00000212747,NM_001078173,2026
5326,FAM129A,ENSG00000135842,NM_052966,6928
5327,FAM129B,ENSG00000136830,NM_022833,3957
5328,FAM129C,ENSG00000167483,NM_173544,2508
5329,FAM131A,ENSG00000175182,NM_144635,2421
5330,FAM131B,ENSG00000159784,NM_014690,4382
5331,FAM131C,ENSG00000185519,NM_182623,1695
5332,FAM132A,ENSG00000184163,NM_001014980,1036
5333,FAM132B,ENSG00000178752,NM_001291832,1065
5334,FAM133A,ENSG00000179083,NM_173698,3292
5335,FAM133B,ENSG00000234545,NM_152789,2434
5336,FAM134A,ENSG00000144567,NM_024293,4618
5337,FAM134B,ENSG00000154153,NM_019000,3268
5338,FAM134C,ENSG00000141699,NM_178126,3759
5339,FAM135A,ENSG00000082269,NM_020819,5930
5340,FAM135B,ENSG00000147724,NM_015912,6962
5341,FAM136A,ENSG00000035141,NM_032822,1810
5342,FAM13A,ENSG00000138640,NM_014883,5858
5343,FAM13B,ENSG00000031003,NM_016603,5465
5344,FAM13C,ENSG00000148541,NM_198215,3458
5345,FAM149A,ENSG00000109794,NM_015398,2708
5346,FAM149B1,ENSG00000138286,NM_173348,5408
5347,FAM150A,ENSG00000196711,NM_207413,1217
5348,FAM150B,ENSG00000189292,NM_001002919,1389
5349,FAM151A,ENSG00000162391,NM_176782,2005
5350,FAM151B,ENSG00000152380,NM_205548,1717
5351,FAM153A,ENSG00000170074,NM_173663,1966
5352,FAM153B,ENSG00000182230,NM_001265615,1966
5353,FAM155A,ENSG00000204442,NM_001080396,8503
5354,FAM155B,ENSG00000130054,NM_015686,4013
5355,FAM156A,ENSG00000268350,NM_014138,2233
5356,FAM156B,ENSG00000179304,NM_001099684,1701
5357,FAM159A,ENSG00000182183,NM_001042693,748
5358,FAM159B,ENSG00000145642,NM_001164442,847
5359,FAM160A1,ENSG00000164142,NM_001109977,4576
5360,FAM160A2,ENSG00000051009,NM_032127,3481
5361,FAM160B1,ENSG00000151553,NM_020940,5810
5362,FAM160B2,ENSG00000158863,NM_022749,4245
5363,FAM161A,ENSG00000170264,NM_032180,3762
5364,FAM161B,ENSG00000156050,NM_152445,4078
5365,FAM162A,ENSG00000114023,NM_014367,3052
5366,FAM162B,ENSG00000183807,NM_001085480,1036
5367,FAM163A,ENSG00000143340,NM_173509,2909
5368,FAM163B,ENSG00000196990,NM_001080515,1131
5369,FAM166A,ENSG00000188163,NM_001001710,1124
5370,FAM166B,ENSG00000215187,NM_001287239,1026
5371,FAM167A,ENSG00000154319,NM_053279,4094
5372,FAM167B,ENSG00000183615,NM_032648,936
5373,FAM168A,ENSG00000054965,NM_015159,7296
5374,FAM168B,ENSG00000152102,NM_001009993,5285
5375,FAM169A,ENSG00000198780,NM_015566,5990
5376,FAM169B,ENSG00000185087,NM_182562,3298
5377,FAM170A,ENSG00000164334,NM_182761,1374
5378,FAM170B,ENSG00000172538,NM_001164484,1401
5379,FAM171A1,ENSG00000148468,NM_001010924,3952
5380,FAM171A2,ENSG00000161682,NM_198475,3160
5381,FAM171B,ENSG00000144369,NM_177454,5826
5382,FAM172A,ENSG00000113391,NM_032042,4312
5383,FAM173A,ENSG00000103254,NM_023933,1052
5384,FAM173B,ENSG00000150756,NM_199133,1423
5385,FAM174A,ENSG00000174132,NM_198507,1356
5386,FAM174B,ENSG00000185442,NM_207446,2792
5387,FAM175A,ENSG00000163322,NM_139076,4291
5388,FAM175B,ENSG00000165660,NM_032182,2992
5389,FAM177A1,ENSG00000151327,NM_173607,3254
5390,FAM177B,ENSG00000197520,NM_207468,764
5391,FAM178B,ENSG00000168754,NM_016490,2710
5392,FAM179A,ENSG00000189350,NM_199280,12691
5393,FAM179B,ENSG00000198718,NM_015091,6375
5394,FAM180A,ENSG00000189320,NM_205855,1800
5395,FAM180B,ENSG00000196666,NM_001164379,1388
5396,FAM181A,ENSG00000273533,NM_138344,1816
5397,FAM181B,ENSG00000182103,NM_175885,3924
5398,FAM183A,ENSG00000186973,NM_001101376,488
5399,FAM184A,ENSG00000111879,NM_024581,4141
5400,FAM184B,ENSG00000047662,NM_015688,6622
5401,FAM185A,ENSG00000222011,NM_001145269,1446
5402,FAM186A,ENSG00000185958,NM_001145475,7127
5403,FAM186B,ENSG00000135436,NM_032130,2944
5404,FAM187A,ENSG00000214447,NM_213607,1748
5405,FAM187B,ENSG00000177558,NM_152481,1184
5406,FAM188A,ENSG00000148481,NM_024948,2381
5407,FAM188B,ENSG00000106125,NM_032222,2733
5408,FAM189A1,ENSG00000273564,NM_015307,4705
5409,FAM189A2,ENSG00000135063,NM_004816,2423
5410,FAM189B,ENSG00000262666,NM_198264,3082
